City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,duck lake,52.8168,-106.2344,18.05,44,100,3.36,CA,1691632764
366,hitachi,36.6,140.65,31.53,77,96,3.6,JP,1691632765
367,swift current,50.2834,-107.8014,19.45,59,0,10.29,CA,1691632483
368,chibougamau,49.9168,-74.3659,19.79,64,75,1.54,CA,1691632765
369,stornoway,58.2093,-6.3865,15.05,93,100,2.57,GB,1691632765
370,tual,-5.6667,132.75,25.65,80,72,9.62,ID,1691632765
371,comal,29.8169,-98.3003,36.05,53,6,3.58,US,1691632492
372,meulaboh,4.1363,96.1285,25.12,87,100,0.58,ID,1691632766
373,severodvinsk,64.5635,39.8302,15.3,94,0,2.92,RU,1691632766
374,fuerte olimpo,-21.0415,-57.8738,24.66,58,0,0.68,PY,1691632766
375,baikonur,45.6167,63.3167,26.49,45,0,3.95,KZ,1691632766
376,ciudad victoria,23.7333,-99.1333,29.49,45,75,6.17,MX,1691632766
377,carnarvon,-24.8667,113.6333,22.65,56,2,1.95,AU,1691632212
378,"laikit, laikit ii (dimembe)",1.4792,124.9735,30.47,55,20,6.69,ID,1691632767
379,karratha,-20.7377,116.8463,26.01,32,44,3.96,AU,1691632767
380,kudat,6.8837,116.8477,30.96,70,20,3.6,MY,1691632767
381,tolanaro,-25.0319,46.9987,19.04,94,40,2.06,MG,1691632188
382,cockburn town,21.4612,-71.1419,28.71,78,80,7.33,TC,1691632176
383,naze,28.3667,129.4833,28.51,79,14,5.52,JP,1691632768
384,xacmaz,41.4635,48.806,27.16,58,0,1.35,AZ,1691632768
385,barra de santo antonio,-9.4047,-35.5072,22.6,80,4,4.57,BR,1691632768
386,keflavik,64.0049,-22.5624,11.95,82,0,3.09,IS,1691632768
387,northam,51.0333,-4.2167,15.9,85,1,4.19,GB,1691632178
388,charnay-les-macon,46.3075,4.7848,18.35,91,0,1.56,FR,1691632769
389,smithers,54.7804,-127.1743,19.18,42,75,4.12,CA,1691632769
390,kupang,-10.1667,123.5833,29.32,51,20,7.72,ID,1691632680
391,khandela,27.6,75.5,26.25,74,65,4.6,IN,1691632769
392,cody,44.5263,-109.0565,25.11,34,63,3.13,US,1691632522
393,grand baie,-20.0182,57.5802,21.92,69,0,1.34,MU,1691632770
394,mata-utu,-13.2816,-176.1745,28.02,77,41,5.8,WF,1691632770
395,oyo,7.85,3.9333,21.23,97,100,2.96,NG,1691632770
396,san agustin de valle fertil,-30.6335,-67.4682,11.86,55,100,1.34,AR,1691632770
397,topolobampo,25.6,-109.05,30.83,66,54,2.21,MX,1691632771
398,tazovsky,67.4667,78.7,7.73,87,100,9.43,RU,1691632491
399,gaspe,48.8334,-64.4819,16.12,100,100,4.63,CA,1691632771
400,whangarei,-35.7317,174.3239,12.39,83,47,3.82,NZ,1691632771
401,bubaque,11.2833,-15.8333,26.61,83,100,2.63,GW,1691632514
402,kargasok,59.0556,80.8572,10.84,97,100,3.99,RU,1691632771
403,chilliwack,49.1747,-121.9443,22.29,68,81,1.54,CA,1691632535
404,oak hill,37.9723,-81.1487,21.56,89,100,0.45,US,1691632772
405,romblon,12.5751,122.2708,28.83,75,97,3.35,PH,1691632772
406,galliano,29.4422,-90.2992,31.0,70,40,3.09,US,1691632523
407,bhadarwah,32.9833,75.7167,21.61,90,97,0.12,IN,1691632772
408,beterou,9.1992,2.2586,22.11,99,100,2.49,BJ,1691632563
409,al qadarif,14.0349,35.3834,23.53,84,43,5.22,SD,1691632773
410,ulladulla,-35.35,150.4667,18.01,48,75,7.22,AU,1691632132
411,chaves,33.3834,-104.4505,33.52,18,2,2.35,US,1691632773
412,youhao,47.8667,128.8333,21.7,88,100,1.77,CN,1691632773
413,vila franca do campo,37.7167,-25.4333,23.23,94,99,3.79,PT,1691632177
414,bengkulu,-3.8004,102.2655,26.67,74,14,1.39,ID,1691632774
415,bardai,11.65,7.2333,21.06,94,98,3.62,NG,1691632774
416,severo-yeniseyskiy,60.3725,93.0408,16.42,62,37,2.96,RU,1691632220
417,briviesca,42.5499,-3.3232,22.08,52,0,2.67,ES,1691632774
418,naracoorte,-36.9579,140.7383,11.65,81,97,4.01,AU,1691632774
419,flying fish cove,-10.4217,105.6791,25.82,73,40,6.17,CX,1691632488
420,itaituba,-4.2761,-55.9836,26.12,66,17,1.03,BR,1691632775
421,turabah,21.2141,41.6331,26.04,27,7,3.5,SA,1691632775
422,horta,38.5333,-28.6333,20.57,86,100,3.58,PT,1691632775
423,sao joao da barra,-21.6403,-41.0511,21.4,85,93,4.99,BR,1691632675
424,tabarka,36.9544,8.758,17.36,82,0,0.0,TN,1691632775
425,bada,51.392,109.8717,18.67,94,100,1.37,RU,1691632775
426,diawara,15.022,-12.5437,30.25,51,100,6.15,SN,1691632776
427,middleton grange,-33.9147,150.8424,23.58,38,1,4.92,AU,1691632776
428,muana,-1.5283,-49.2167,23.67,94,61,2.6,BR,1691632776
429,hithadhoo,-0.6,73.0833,27.1,75,77,2.35,MV,1691632186
430,tura,25.5198,90.2201,25.2,94,100,1.0,IN,1691632196
431,argo,37.6333,22.7333,23.21,76,0,1.05,GR,1691632776
432,choyr,46.3611,108.3611,19.42,60,100,4.62,MN,1691632776
433,gimcheon,36.1218,128.1198,21.62,100,100,3.09,KR,1691632777
434,shantobe,52.4581,68.1839,19.25,44,100,3.2,KZ,1691632777
435,tillaberi,14.2117,1.4531,27.87,70,100,4.77,NE,1691632777
436,basoko,1.2391,23.616,21.99,94,85,1.62,CD,1691632777
437,sainte-anne-des-monts,49.124,-66.4924,11.93,100,100,0.51,CA,1691632572
438,cururupu,-1.8283,-44.8683,23.89,91,58,1.77,BR,1691632200
439,suva,-18.1416,178.4415,27.71,57,40,3.09,FJ,1691632179
440,jorhat,26.75,94.2167,25.5,98,100,1.15,IN,1691632719
441,zheleznodorozhnyy,55.7503,38.0042,15.75,81,37,2.48,RU,1691632778
442,coalcoman de vazquez pallares,18.7833,-103.15,19.8,94,100,0.46,MX,1691632778
443,usakos,-22.0,15.6,20.54,34,98,3.71,NA,1691632779
444,bambanglipuro,-7.95,110.2833,25.87,67,21,3.63,ID,1691632779
445,qarqaraly,49.4058,75.4742,19.54,65,98,4.07,KZ,1691632779
446,kirkland lake,48.1446,-80.0377,20.16,64,89,2.06,CA,1691632650
447,tan-tan,28.438,-11.1032,20.95,89,11,3.36,MA,1691632779
448,yarmouth,41.7057,-70.2286,23.9,73,0,4.02,US,1691632780
449,al jawf,29.5,38.75,28.28,27,0,3.38,SA,1691632682
450,khash,28.2211,61.2158,25.46,22,2,1.79,IR,1691632780
451,fayroz koh,34.5195,65.2509,14.72,45,0,0.69,AF,1691632780
452,zhangye,38.9342,100.4517,22.49,64,98,5.52,CN,1691632780
453,runing,33.0011,114.3542,29.91,71,0,2.05,CN,1691632780
454,kathu,7.9178,98.3332,29.83,73,97,2.28,TH,1691632780
455,capao da canoa,-29.7456,-50.0097,15.89,96,100,5.2,BR,1691632781
456,ngaruawahia,-37.6674,175.1555,12.54,86,95,5.81,NZ,1691632781
457,datong,40.0936,113.2914,27.22,58,25,2.63,CN,1691632781
458,lebedyn,50.5852,34.4849,13.35,87,4,3.22,UA,1691632781
459,tobruk,32.0836,23.9764,25.86,67,0,3.85,LY,1691632719
460,hillsboro,45.5229,-122.9898,27.66,61,40,2.57,US,1691632615
461,santander jimenez,24.2167,-98.4667,28.61,72,0,8.57,MX,1691632782
462,bel ombre,-4.6167,55.4167,24.91,88,20,2.06,SC,1691632766
463,anloga,5.7947,0.8973,24.38,88,99,5.76,GH,1691632782
464,bosobolo,4.1833,19.9,21.07,99,100,0.95,CD,1691632782
465,as sulayyil,20.4607,45.5779,29.14,13,2,0.85,SA,1691632782
466,arraial do cabo,-22.9661,-42.0278,20.86,85,41,8.07,BR,1691632543
467,bemidji,47.4736,-94.8803,18.28,76,0,2.57,US,1691632783
468,borogontsy,62.6683,131.1683,22.93,34,61,4.05,RU,1691632225
469,hastings,50.8552,0.5729,15.69,79,0,1.62,GB,1691632493
470,papao,-17.75,-149.55,28.82,73,100,7.34,PF,1691632783
471,manuguru,17.981,80.7547,26.25,86,100,1.29,IN,1691632783
472,tshabong,-26.05,22.45,11.46,33,0,8.11,BW,1691632783
473,kurmuk,10.55,34.2833,19.91,90,100,1.37,SD,1691632784
474,steinbach,50.1667,8.5667,16.15,84,0,0.51,DE,1691632784
475,attapeu,14.8,106.8333,28.78,74,100,0.7,LA,1691632784
476,walvis bay,-22.9575,14.5053,12.83,94,92,4.12,NA,1691632214
477,bonny,4.4522,7.1681,24.75,87,100,4.38,NG,1691632784
478,hell-ville,-13.4,48.2667,23.41,75,12,1.89,MG,1691632784
479,mayqayyng,51.4625,75.7986,24.72,38,99,3.43,KZ,1691632784
480,mizque,-17.941,-65.3402,15.76,76,0,1.79,BO,1691632785
481,miyang,24.4042,103.4428,22.05,91,100,0.51,CN,1691632785
482,winder,33.9926,-83.7202,26.41,74,40,0.0,US,1691632785
483,am timan,11.0297,20.2827,21.06,97,100,0.95,TD,1691632785
484,tottori,35.5,134.2333,33.04,55,75,8.75,JP,1691632785
485,nantucket,41.2835,-70.0995,24.45,71,0,5.14,US,1691632186
486,weyburn,49.6668,-103.8511,16.12,67,70,5.66,CA,1691632785
487,flin flon,54.7682,-101.865,15.67,50,12,2.21,CA,1691632786
488,pamandzi,-12.7967,45.2794,24.88,78,40,6.69,YT,1691632786
489,taoudenni,22.6783,-3.9836,36.59,27,30,5.46,ML,1691632786
490,laguna,38.421,-121.4238,33.08,42,0,5.14,US,1691632091
491,nishon tumani,38.694,65.6751,22.14,53,0,0.0,UZ,1691632786
492,kalispell,48.1958,-114.3129,18.61,77,40,4.12,US,1691632703
493,damasak,13.0977,12.4952,24.13,83,100,2.85,NG,1691632786
494,morales,2.757,-76.6172,16.0,86,38,0.82,CO,1691632787
495,rosarito,32.3333,-117.0333,25.13,75,24,2.74,MX,1691632787
496,tsaratanana,-16.7833,47.65,18.44,81,0,3.89,MG,1691632787
497,revda,56.801,59.9303,17.25,78,100,1.98,RU,1691632222
498,ambon,-3.6954,128.1814,27.08,74,40,3.6,ID,1691632787
499,yuncheng,35.0231,110.9928,30.63,57,1,3.26,CN,1691632787
500,kayangel,8.0823,134.7173,27.51,80,59,7.24,PW,1691632787
501,seryshevo,51.0933,128.3786,20.88,66,98,2.91,RU,1691632788
502,mukalla,14.5425,49.1242,28.72,70,72,1.88,YE,1691632788
503,masterton,-40.9597,175.6575,6.05,97,100,1.58,NZ,1691632686
504,jijiga,9.35,42.8,15.81,84,100,6.27,ET,1691632211
505,zhytkavichy,52.2168,27.8561,13.99,70,100,2.1,BY,1691632788
506,soio,-6.1349,12.3689,21.49,93,49,2.57,AO,1691632736
507,san ignacio de velasco,-16.3667,-60.95,26.31,41,24,1.18,BO,1691632788
508,sim,54.993,57.6982,15.19,83,59,0.21,RU,1691632789
509,sarangani,5.4033,125.4636,28.08,75,92,6.87,PH,1691632789
510,roshchino,60.2519,29.6085,14.17,86,46,2.0,RU,1691632789
511,waiuku,-37.25,174.75,14.03,87,90,4.57,NZ,1691632789
512,santa ana,33.7456,-117.8678,27.58,83,75,3.6,US,1691632668
513,obihiro,42.9172,143.2044,27.67,77,100,1.2,JP,1691632790
514,morondava,-20.2833,44.2833,19.43,79,0,2.52,MG,1691632790
515,marsa alam,25.0757,34.8918,31.08,45,0,2.86,EG,1691632122
516,nuku'alofa,-21.1333,-175.2,24.19,83,75,3.6,TO,1691632790
517,bocas del toro,9.3333,-82.25,25.12,82,100,2.77,PA,1691632790
518,labytnangi,66.6572,66.4183,13.67,64,37,2.68,RU,1691632790
519,karatuzskoye,53.6072,92.8667,17.34,82,96,1.41,RU,1691632791
520,bonthe,7.5264,-12.505,24.47,93,100,6.18,SL,1691632195
521,ocos,14.5094,-92.1933,28.54,75,73,1.0,GT,1691632791
522,hasaki,35.7333,140.8333,32.94,79,100,4.55,JP,1691632791
523,turpan,42.9333,89.1667,35.15,21,4,0.82,CN,1691632665
524,laurel,39.0993,-76.8483,27.05,76,40,1.54,US,1691632547
525,alice springs,-23.7,133.8833,24.75,19,0,3.6,AU,1691632498
526,cabedelo,-6.9811,-34.8339,24.37,82,21,6.38,BR,1691632791
527,chegdomyn,51.1167,133.0167,26.43,36,12,1.04,RU,1691632792
528,lethem,3.3803,-59.7968,26.89,68,99,1.98,GY,1691632748
529,uturoa,-16.7333,-151.4333,24.94,71,81,8.02,PF,1691632676
530,santa lucia,27.9117,-15.5407,20.62,65,20,12.35,ES,1691632792
531,langsa,4.4683,97.9683,25.91,84,100,0.78,ID,1691632792
532,tabina,7.4669,123.4081,28.79,70,92,2.37,PH,1691632792
533,gagnoa,6.1293,-5.9437,21.17,98,100,2.14,CI,1691632792
534,prince albert,53.2001,-105.7677,17.97,59,100,6.17,CA,1691632793
535,betare oya,5.6,14.0833,19.14,97,100,0.72,CM,1691632793
536,chul'man,56.8479,124.9104,23.76,43,44,5.11,RU,1691632793
537,ola,59.5833,151.2833,21.19,54,5,2.26,RU,1691632198
538,tindouf,27.6711,-8.1474,35.25,10,0,2.57,DZ,1691632793
539,berryville,36.3648,-93.568,22.25,85,37,1.5,US,1691632793
540,luninyets,52.2472,26.8047,14.75,72,100,2.61,BY,1691632793
541,altamont,42.2068,-121.7372,27.66,37,7,3.13,US,1691632794
542,vila velha,-20.3297,-40.2925,22.97,88,40,4.63,BR,1691632794
543,kapa'a,22.0752,-159.319,31.99,74,75,9.77,US,1691632196
544,pijijiapan,15.7011,-93.23,26.62,87,32,0.81,MX,1691632794
545,port blair,11.6667,92.75,29.02,84,40,3.6,IN,1691632794
546,soure,-0.7167,-48.5233,26.33,83,33,6.13,BR,1691632670
547,carauari,-4.8828,-66.8958,24.21,86,44,0.62,BR,1691632794
548,tromso,69.6496,18.957,16.32,77,3,2.06,NO,1691632507
549,dryden,49.7833,-92.7503,14.16,77,75,3.09,CA,1691632795
550,ouro preto,-20.3948,-43.5052,12.34,95,2,0.78,BR,1691632795
551,onega,63.9061,38.1404,14.47,87,0,3.02,RU,1691632795
552,mary,37.0,62.5,27.09,29,0,2.12,TM,1691632795
553,villa gesell,-37.2639,-56.973,12.81,96,96,5.76,AR,1691632686
554,sarakhs,36.5449,61.1577,26.97,27,0,3.35,IR,1691632795
555,tzaneen,-23.8332,30.1635,12.5,90,83,1.3,ZA,1691632796
556,paoua,7.2427,16.4406,19.05,97,100,0.79,CF,1691632796
557,yuzhno-kurilsk,44.0306,145.8556,21.86,91,100,5.77,RU,1691632796
558,angaur state,6.906,134.13,28.27,80,100,9.02,PW,1691632201
559,buta,2.7858,24.73,20.51,99,92,1.22,CD,1691632796
560,berdigestyakh,62.0989,126.6992,23.07,43,2,4.53,RU,1691632796
561,usogorsk,63.4106,48.6872,16.77,79,20,0.05,RU,1691632796
562,muravlenko,63.7898,74.523,10.08,77,100,9.04,RU,1691632797
563,nizhneangarsk,55.7833,109.55,13.62,99,100,1.86,RU,1691632797
564,kuraymah,18.55,31.85,31.25,47,43,3.28,SD,1691632797
565,wellington,-41.2866,174.7756,7.81,89,100,10.29,NZ,1691632206
566,saynshand,44.8824,110.1163,26.92,38,97,5.41,MN,1691632797
567,kibiti,-7.7218,38.9375,19.07,96,41,0.94,TZ,1691632798
568,guarapari,-20.6667,-40.4975,22.16,90,81,2.07,BR,1691632798
569,cavelossim,15.1726,73.9419,25.99,84,89,0.44,IN,1691632798
570,el rosario,24.2556,-107.1828,29.15,75,21,1.39,MX,1691632798
571,sheridan,44.8333,-106.9173,25.94,37,82,1.81,US,1691632798
572,aquitania,5.5197,-72.8875,7.43,94,44,0.47,CO,1691632799
573,plessisville,46.2186,-71.762,15.0,88,0,1.9,CA,1691632799
574,luganville,-15.5333,167.1667,22.01,73,100,5.94,VU,1691632799
575,terra boa,-23.7681,-52.4442,16.87,80,6,1.43,BR,1691632799
576,hopewell,37.3043,-77.2872,26.22,81,100,1.58,US,1691632532
577,fort mcmurray,56.7268,-111.381,13.77,94,100,5.66,CA,1691632799
578,mana,5.6592,-53.7767,25.68,89,12,5.1,GF,1691632800
579,melton south,-37.7077,144.5749,13.38,69,64,6.07,AU,1691632800
580,kralendijk,12.15,-68.2667,28.99,89,0,4.63,BQ,1691632667
581,talcahuano,-36.7167,-73.1167,12.82,94,100,3.09,CL,1691632516
582,cooma,-36.2333,149.1333,10.04,60,56,7.01,AU,1691632800
583,sabang,5.8933,95.3214,27.89,76,81,7.5,ID,1691632801
584,glen innes,-29.7333,151.7333,14.43,45,0,5.41,AU,1691632803
585,kronoby,63.7286,23.0339,15.51,89,0,0.51,FI,1691632806
586,teknaf,20.8624,92.3058,26.01,91,100,1.01,BD,1691632807
587,rurrenabaque,-14.4413,-67.5278,25.52,62,0,1.13,BO,1691632808
588,taro,-8.3862,115.28,20.0,54,23,0.66,ID,1691632808
589,bhadrachalam,17.6667,80.8833,26.23,87,100,0.61,IN,1691632809
590,tshela,-4.9833,12.9333,19.27,95,22,0.75,CD,1691632809
591,bikenibeu village,1.3673,173.1241,31.98,66,20,2.57,KI,1691632810
592,turkmenbasy,40.0222,52.9552,27.43,34,0,0.0,TM,1691632810
